flags,utterance,category,intent
BL,I need assistance notifying of a signup issue,ACCOUNT,registration_problems
BILMQ,where do i report registration problems,ACCOUNT,registration_problems
BIM,how to report registration issues?,ACCOUNT,registration_problems
BELQ,i cannot notify of a registration error,ACCOUNT,registration_problems
B,I want assistance to report a registration issue,ACCOUNT,registration_problems
BI,is it possible to report a registration issue?,ACCOUNT,registration_problems
BIP,could you help me to report a registration issue?,ACCOUNT,registration_problems
BKL,issue with signup,ACCOUNT,registration_problems
B,report registration issue,ACCOUNT,registration_problems
BIM,what do I need to do to report registration issues?,ACCOUNT,registration_problems
BL,I need assistance regarding the online registration,ACCOUNT,registration_problems
B,I have a question about my registration,ACCOUNT,registration_problems
BLM,help informing of signup problems,ACCOUNT,registration_problems
BEMP,I do not know how I could report registration issues,ACCOUNT,registration_problems
BM,I have registration issues,ACCOUNT,registration_problems
BIMP,could you help me reporting registration issues?,ACCOUNT,registration_problems
BLM,help me inform of sign-up problems,ACCOUNT,registration_problems
BM,report issues with registration,ACCOUNT,registration_problems
BLM,I try to report registration errors,ACCOUNT,registration_problems
B,I need help regarding our registration,ACCOUNT,registration_problems
BKLM,signup errors,ACCOUNT,registration_problems
BI,where to report a registration issue?,ACCOUNT,registration_problems
BEP,I do not know how I could report a registration issue,ACCOUNT,registration_problems
BILPQ,could uhelp me inform of a registration error,ACCOUNT,registration_problems
B,help with registration,ACCOUNT,registration_problems
B,I don't know what to do to report a registration issue,ACCOUNT,registration_problems
BIP,would it be possible to report a registration issue?,ACCOUNT,registration_problems
BIP,how could I report a registration issue?,ACCOUNT,registration_problems
BLQ,i want assistance with our account sign-up,ACCOUNT,registration_problems
BI,where do I submit some feedback for your company?,FEEDBACK,review
B,I have got to submit some feedback for your services,FEEDBACK,review
B,I want help to leave a review,FEEDBACK,review
BI,can I leave a review?,FEEDBACK,review
BI,how to submit some feedback?,FEEDBACK,review
B,I am trying to submit some feedback for your services,FEEDBACK,review
B,I want to leave a review,FEEDBACK,review
BI,is there an e-mail to submit a review for your services?,FEEDBACK,review
B,I need to submit some feedback,FEEDBACK,review
B,I want help to submit some feedback for a service,FEEDBACK,review
B,I have to leave a review,FEEDBACK,review
B,I try to leave a review for a service,FEEDBACK,review
BEP,I do not know how I could leave a review for a service,FEEDBACK,review
B,I want help submitting some feedback for your company,FEEDBACK,review
B,help me to submit some feedback,FEEDBACK,review
B,I want assistance to leave a review for your services,FEEDBACK,review
B,I call to submit some feedback for your services,FEEDBACK,review
B,I don't know how I can submit some feedback,FEEDBACK,review
B,I want help leaving a review for your company,FEEDBACK,review
B,I need help submitting some feedback for your company,FEEDBACK,review
BP,I would like to submit some feedback for your company,FEEDBACK,review
BI,can you help me leaving a review?,FEEDBACK,review
B,assistance to submit some feedback for your services,FEEDBACK,review
B,I want help submitting some feedback for a service,FEEDBACK,review
B,I don't know what I need to do to submit some feedback,FEEDBACK,review
BE,I do not know how to submit some feedback for your company,FEEDBACK,review
BI,how can I submit some feedback for your services?,FEEDBACK,review
BI,can you help me leaving a review for your company?,FEEDBACK,review
BI,what do I need to do to leave a review?,FEEDBACK,review
B,I don't know what I have to do to leave a review,FEEDBACK,review
BE,I do not know how I can leave a review for your company,FEEDBACK,review
BIP,could you help me leave a review for your services?,FEEDBACK,review
B,I want help submitting some feedback for your services,FEEDBACK,review
BK,review,FEEDBACK,review
BI,what do I need to do to leave a review for your services?,FEEDBACK,review
BI,can you help me to leave a review?,FEEDBACK,review
BIP,how could I submit some feedback for a service?,FEEDBACK,review
BI,where can I submit some feedback?,FEEDBACK,review
BI,is there an e-mail to submit a review?,FEEDBACK,review
BI,how to leave a review for a service?,FEEDBACK,review
BE,I do not know how I can submit some feedback for a service,FEEDBACK,review
BI,is there a section to submit a review for your services?,FEEDBACK,review
BI,what do I need to do to leave a review for your company?,FEEDBACK,review
BI,where to leave a review for a service?,FEEDBACK,review
B,assistance to submit some feedback for your company,FEEDBACK,review
BI,do you have an e-mail to submit a review for your company?,FEEDBACK,review
B,I have to leave a review for your company,FEEDBACK,review
BI,where can I leave a review?,FEEDBACK,review
B,help me leaving a review for your services,FEEDBACK,review
BK,leaving review,FEEDBACK,review
BI,what do I need to do to leave a review for a service?,FEEDBACK,review
BIP,how could I leave a review?,FEEDBACK,review
BI,where do I submit some feedback for a service?,FEEDBACK,review
BI,is there a section to submit some feedback for a service?,FEEDBACK,review
BI,what do I have to do to leave a review for your company?,FEEDBACK,review
BP,I would like to leave a review for a service,FEEDBACK,review
B,I don't know what to do to submit some feedback,FEEDBACK,review
BI,how to submit some feedback for your services?,FEEDBACK,review
BE,I do not know how I can leave a review for your services,FEEDBACK,review
B,I want assistance to submit some feedback for a service,FEEDBACK,review
BI,is it possible to leave a review for your services?,FEEDBACK,review
BI,can you help me leave a review for your company?,FEEDBACK,review
B,assistance submitting some feedback for a service,FEEDBACK,review
B,I have to submit some feedback for your company,FEEDBACK,review
B,I don't know what to do to leave a review for a service,FEEDBACK,review
B,I want help to submit some feedback for your company,FEEDBACK,review
B,I call to leave a review,FEEDBACK,review
B,I need help submitting some feedback for a service,FEEDBACK,review
BP,I would like to leave a review,FEEDBACK,review
BI,can you help me leave a review for a service?,FEEDBACK,review
BI,where to leave a review for your company?,FEEDBACK,review
BI,what do I have to do to leave a review?,FEEDBACK,review
B,I want assistance leaving a review,FEEDBACK,review
BIP,could I leave a review for your company?,FEEDBACK,review
BK,leave review for your services,FEEDBACK,review
B,I want help submitting some feedback,FEEDBACK,review
BE,I do not know how I can leave a review,FEEDBACK,review
B,I want to submit some feedback for your company,FEEDBACK,review
BI,where can I leave a review for your company?,FEEDBACK,review
BI,how can I submit some feedback?,FEEDBACK,review
B,I don't know how to leave a review for your services,FEEDBACK,review
B,I don't know how to submit some feedback,FEEDBACK,review
BIP,could you help me to submit some feedback for your company?,FEEDBACK,review
BIP,could I submit some feedback for a service?,FEEDBACK,review
BE,I do not know how to submit some feedback for a service,FEEDBACK,review
BI,where to submit some feedback?,FEEDBACK,review
BIP,could you help me submitting some feedback?,FEEDBACK,review
B,I call to leave a review for your company,FEEDBACK,review
B,I need assistance submitting some feedback for your services,FEEDBACK,review
BE,I do not know how to leave a review for your company,FEEDBACK,review
BIP,could I submit some feedback?,FEEDBACK,review
B,help me leave a review,FEEDBACK,review
B,I need to leave a review for your services,FEEDBACK,review
BE,I do not know what to do to leave a review,FEEDBACK,review
B,help me submitting some feedback,FEEDBACK,review
B,help me submit some feedback for a service,FEEDBACK,review
B,help me submit some feedback,FEEDBACK,review
B,I have got to leave a review for your company,FEEDBACK,review
B,help me to submit some feedback for your company,FEEDBACK,review
B,I don't know how I can leave a review for your company,FEEDBACK,review
BIP,how could I submit some feedback?,FEEDBACK,review
B,I try to leave a review for your company,FEEDBACK,review
B,I try to leave a review for your services,FEEDBACK,review
BI,where can I submit some feedback for your company?,FEEDBACK,review
B,help me leave a review for a service,FEEDBACK,review
BI,can I submit some feedback for a service?,FEEDBACK,review
BI,what do I have to do to leave a review for a service?,FEEDBACK,review
BIP,could you help me submit some feedback?,FEEDBACK,review
B,I don't know what to do to leave a review,FEEDBACK,review
BIP,where could I submit some feedback for your company?,FEEDBACK,review
B,I am trying to leave a review for a service,FEEDBACK,review
B,I call to leave a review for your services,FEEDBACK,review
BI,how can I submit some feedback for your company?,FEEDBACK,review
B,I don't know how to submit some feedback for a service,FEEDBACK,review
B,I want to leave a review for a service,FEEDBACK,review
BI,where to submit some feedback for your services?,FEEDBACK,review
B,help to leave a review for your services,FEEDBACK,review
B,I need assistance leaving a review for your company,FEEDBACK,review
B,I need help to submit some feedback,FEEDBACK,review
BI,do you have a section to submit a review for your company?,FEEDBACK,review
B,I have to submit some feedback,FEEDBACK,review
B,help me leaving a review for a service,FEEDBACK,review
